gender,race/ethnicity,parental level of education,lunch,test preparation course,,m1 score,physics score,m2 score,m3 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score,SUB1,SUB2,SUB3,SUB4,SUB5,SUB6,SUB7,SUB8,SUB9,SUB10,SUB11,SUB12,SUB13,SUB14,SUB15,SUB16,SUB17,SUB18,SUB19,SUB20,SUB21,SUB22,SUB23,SUB24,SUB25,SUB26,SUB27,SUB28,SUB29,SUB30,SUB31,Result2,Result
male,group D,bachelor's degree,free/reduced,completed,39,42,38,56,93,74,56,64,88,38,57,37,39,98,71,50,39,36,90,44,47,49,92,67,82,79,85,71,44,61,48,76,90,59,57,38,41,53,84,97,82,60,94,54,70,48,85,68,76,55,71,49,6,2
female,group C,some college,standard,completed,71,71,80,57,54,63,92,60,73,93,48,38,48,71,58,98,55,99,66,55,41,45,40,65,43,90,37,37,83,51,56,81,56,90,54,66,38,42,35,82,96,76,66,64,87,41,95,47,89,39,84,45,6,3
male,group C,associate's degree,standard,none,97,93,91,78,54,81,39,49,74,80,69,52,71,70,56,60,54,92,100,40,70,74,96,82,95,43,47,60,70,42,80,66,75,75,46,96,67,100,82,90,59,92,65,56,38,54,39,51,73,45,62,82,6,4
male,group D,some college,standard,completed,82,82,88,92,82,60,59,68,60,39,71,35,97,47,57,91,38,49,54,50,68,94,42,76,93,90,69,46,61,76,63,68,35,46,67,55,91,90,60,98,90,89,57,78,96,70,75,73,40,43,72,36,6,5
male,group C,high school,free/reduced,none,59,53,52,40,78,36,61,41,85,53,59,59,76,61,63,73,79,58,83,60,41,94,59,77,54,72,74,79,99,91,36,43,72,100,44,36,54,73,36,76,89,94,45,40,85,67,95,53,90,86,55,60,6,6
male,group B,associate's degree,standard,none,61,42,41,39,45,38,78,98,63,67,83,43,96,65,53,57,83,68,71,99,51,66,52,85,41,35,93,60,86,71,81,95,91,55,67,61,51,67,78,77,51,37,35,38,82,71,92,40,49,99,66,63,6,7
male,group E,associate's degree,free/reduced,completed,78,74,72,100,66,39,77,86,97,62,61,88,84,47,76,72,49,90,49,58,78,42,63,67,71,55,85,52,36,56,36,91,99,70,61,98,98,40,41,68,35,53,87,54,100,64,89,40,100,83,59,74,6,8
male,group C,associate's degree,free/reduced,none,49,51,51,42,83,86,71,97,70,79,40,85,64,40,95,78,54,86,59,40,75,43,97,75,66,77,83,44,64,92,44,49,78,53,100,70,41,49,36,75,51,45,62,42,86,69,44,59,59,83,68,85,6,9
male,group B,high school,standard,none,59,58,47,88,48,59,65,71,69,84,58,69,86,68,100,49,84,75,89,85,41,50,63,49,43,64,94,35,35,57,87,59,60,70,37,46,87,100,90,51,48,80,57,88,40,42,73,100,88,58,78,84,6,0
female,group C,some college,standard,completed,70,72,76,49,80,49,53,55,50,72,39,65,70,83,48,39,66,89,66,96,99,91,96,47,45,63,76,72,78,92,87,39,63,69,81,100,73,91,88,92,84,77,94,50,44,63,39,43,82,85,97,55,7,1
male,group B,associate's degree,standard,completed,82,84,78,80,77,77,53,60,66,80,49,72,70,92,75,74,98,48,63,72,38,70,35,72,89,82,55,68,52,83,86,56,87,57,48,47,86,78,60,35,73,44,56,46,41,86,94,74,83,52,88,39,6,2
male,group E,associate's degree,free/reduced,none,90,90,82,52,40,78,68,55,66,98,39,83,46,37,35,58,72,66,70,50,82,97,70,69,79,68,89,71,64,44,43,52,77,42,99,63,86,73,83,94,63,63,94,57,41,85,70,83,83,42,79,54,6,3
female,group C,bachelor's degree,free/reduced,none,43,62,61,78,55,58,98,54,69,39,46,90,57,41,73,95,43,35,47,99,79,44,91,51,88,90,95,76,92,93,64,94,39,35,62,86,43,72,84,54,77,47,90,86,58,58,93,66,91,92,69,99,6,4
male,group C,some college,free/reduced,none,80,64,66,64,51,92,100,61,83,77,70,51,78,47,72,56,97,60,65,80,80,51,72,48,98,39,56,100,98,36,41,86,71,35,85,93,39,40,58,54,79,71,61,93,87,44,99,65,37,41,40,72,6,5
male,group D,some college,standard,none,81,82,84,36,79,95,45,76,64,94,62,87,38,85,93,55,39,50,88,98,80,39,67,58,36,70,63,90,87,69,70,40,70,40,76,97,50,82,75,98,41,42,84,61,46,71,37,71,98,83,37,77,6,6
male,group C,some high school,standard,none,57,61,54,98,92,40,95,67,58,93,56,46,51,66,68,36,87,92,68,84,70,83,57,69,53,92,63,80,52,74,64,88,62,50,89,62,68,75,63,83,92,74,41,41,93,76,54,56,92,79,84,75,6,7
female,group D,some high school,standard,none,59,72,80,43,51,60,77,41,80,90,37,41,63,52,74,88,80,100,88,76,100,76,56,82,54,56,94,79,94,51,79,42,50,94,56,91,65,73,89,98,39,56,55,35,83,67,62,35,57,83,73,47,6,8
female,group D,associate's degree,standard,none,64,76,74,60,73,71,59,79,59,56,85,40,46,84,44,85,69,47,65,71,81,58,51,42,49,78,38,65,80,38,80,69,41,49,68,93,47,67,89,48,43,41,50,76,88,86,98,86,46,49,37,93,6,9
male,group C,bachelor's degree,standard,completed,63,64,66,49,97,93,61,46,56,89,51,64,76,48,57,48,75,48,61,61,35,38,81,35,73,92,68,51,42,100,51,43,43,41,81,87,90,92,98,95,63,45,62,42,57,74,78,80,52,88,45,57,6,0
female,group E,bachelor's degree,standard,completed,71,70,70,92,41,81,100,74,50,76,91,72,89,52,79,40,47,75,89,70,70,80,39,97,63,61,57,50,95,49,76,66,79,86,81,87,45,97,80,97,39,63,80,99,80,91,75,88,57,100,70,45,7,1
female,group B,high school,free/reduced,none,64,73,71,86,95,66,81,85,88,40,44,59,37,85,76,69,64,82,49,93,53,60,57,60,53,61,64,69,71,50,71,89,54,59,75,87,65,75,56,65,41,85,74,65,42,72,63,35,100,48,88,87,6,2
male,group D,bachelor's degree,free/reduced,none,55,46,44,96,35,53,80,37,37,76,98,49,77,61,75,50,84,86,35,96,64,84,48,48,36,58,45,49,77,72,74,41,82,39,76,84,62,35,72,83,67,100,49,87,98,59,67,59,80,39,48,78,6,3
female,group E,associate's degree,standard,none,51,51,54,58,35,90,63,82,71,68,82,74,47,97,75,100,47,48,74,43,61,53,42,75,52,44,52,79,95,83,94,100,70,51,53,46,97,71,53,67,76,41,72,35,38,81,72,35,40,82,64,78,6,4
female,group C,associate's degree,standard,completed,62,76,80,51,61,88,68,90,65,63,63,60,57,47,56,50,43,69,70,70,82,44,63,67,77,40,42,72,51,86,66,60,91,48,54,58,95,76,66,71,85,81,65,57,42,47,60,41,46,77,53,73,6,5
female,group E,associate's degree,standard,completed,93,100,95,57,48,72,92,45,80,62,79,73,49,65,90,62,81,91,82,47,72,52,81,48,80,64,81,55,79,92,66,90,97,100,42,64,69,42,40,82,45,66,76,59,68,58,64,52,44,40,41,95,6,6
male,group C,high school,free/reduced,none,54,72,59,82,48,62,100,76,48,94,100,41,51,70,73,69,93,81,38,55,59,35,76,80,76,79,51,81,40,62,83,78,59,100,75,72,82,42,65,50,48,73,95,84,54,59,69,58,96,42,80,36,6,7
female,group D,some college,free/reduced,none,69,65,74,83,42,69,97,74,61,50,51,74,78,72,73,40,84,48,37,62,68,70,96,96,69,95,100,91,99,71,46,45,37,85,84,66,67,79,69,66,39,70,41,88,96,60,95,42,55,94,68,38,6,8
male,group D,high school,free/reduced,none,44,51,48,69,66,77,62,72,58,49,84,41,74,80,60,98,49,73,75,95,99,35,44,83,92,77,69,83,51,75,89,58,36,50,99,97,41,87,59,67,93,45,62,93,80,91,58,51,71,47,41,93,6,9
female,group E,some college,standard,completed,86,85,91,62,48,54,45,36,57,100,89,83,63,97,67,74,41,58,80,53,50,51,73,78,76,42,38,40,77,81,54,74,80,70,58,69,95,36,89,88,97,56,76,36,71,65,67,69,91,76,53,90,6,0
female,group E,associate's degree,standard,none,85,92,85,91,49,75,92,63,85,91,57,75,97,68,73,70,68,50,85,77,46,74,62,97,64,58,84,35,37,88,73,49,88,35,58,77,72,60,97,96,52,100,61,85,90,98,70,80,59,94,67,98,7,1
female,group A,master's degree,free/reduced,none,50,67,73,84,91,78,47,96,70,35,65,41,44,52,95,52,76,72,62,44,39,99,78,100,84,80,62,86,55,96,74,92,57,93,73,39,69,45,75,39,52,77,92,79,70,47,63,43,61,78,99,35,6,2
male,group D,some high school,standard,completed,88,74,75,81,66,38,89,60,89,90,57,86,92,82,49,85,90,87,65,53,56,43,60,71,38,43,81,81,48,92,85,70,75,97,54,68,52,55,43,39,43,86,47,41,80,89,98,48,84,66,99,61,6,3
female,group E,associate's degree,standard,none,59,62,69,71,64,46,58,57,42,70,57,62,91,100,46,85,42,72,35,48,69,84,81,78,45,50,35,36,90,53,38,56,41,91,100,74,74,38,42,94,75,39,35,85,64,83,54,68,60,44,68,39,6,4
female,group E,some high school,free/reduced,none,32,34,38,93,42,94,36,37,73,89,60,47,69,65,35,55,35,71,49,70,81,58,62,71,46,55,42,63,35,72,90,61,92,38,67,49,92,62,59,70,97,38,65,50,65,49,75,46,91,97,95,55,6,5
male,group B,high school,free/reduced,none,36,29,27,64,70,54,38,92,37,86,57,70,93,84,48,56,51,93,84,71,77,80,86,96,72,38,66,52,84,58,64,61,75,87,73,64,91,58,97,84,77,92,74,75,56,81,74,82,39,72,76,52,6,6
female,group B,some high school,free/reduced,completed,63,78,79,58,52,96,80,46,77,38,81,86,68,43,42,54,88,96,56,55,35,43,76,40,73,81,80,36,96,86,44,35,70,96,92,51,38,98,71,55,79,93,91,96,69,73,64,85,62,80,67,89,6,7
male,group D,associate's degree,standard,completed,67,54,63,59,47,90,83,63,56,36,35,96,76,55,44,98,70,65,85,52,53,57,55,55,62,49,50,89,48,67,65,78,40,75,97,89,73,63,78,100,65,51,85,85,90,66,39,79,85,98,38,95,6,8
female,group D,some high school,standard,completed,65,78,82,86,39,80,95,50,62,45,53,91,85,80,43,39,56,82,65,64,80,75,51,42,94,46,92,64,54,99,65,95,72,58,50,44,40,69,91,64,48,53,64,91,58,83,44,47,86,76,50,76,6,9
male,group D,master's degree,standard,none,85,84,89,55,60,58,55,65,89,57,59,88,98,100,75,61,67,40,86,69,69,44,88,100,51,74,49,88,41,87,50,96,73,79,52,38,44,80,39,74,68,80,36,63,99,80,75,76,49,58,36,95,6,0
female,group C,master's degree,standard,none,73,78,74,42,66,95,81,43,79,49,49,46,87,70,85,74,89,48,60,53,38,56,97,79,46,79,51,89,42,68,89,35,76,100,53,54,86,45,41,53,87,55,58,46,55,69,87,92,78,37,78,53,6,1
female,group A,high school,free/reduced,completed,34,48,41,46,82,35,65,69,96,96,72,50,64,81,89,42,48,54,92,94,66,62,68,49,48,44,41,67,99,49,45,50,93,68,65,81,69,66,100,47,41,36,95,58,81,38,83,50,83,74,67,61,6,2
female,group D,bachelor's degree,free/reduced,completed,93,100,100,42,43,38,66,97,78,52,63,83,44,92,72,78,69,46,47,84,35,42,94,96,56,40,77,85,85,66,48,46,84,100,48,94,46,36,70,43,80,68,100,86,88,56,55,91,93,52,91,48,6,3
female,group D,some high school,free/reduced,none,67,84,84,94,64,58,72,40,100,74,64,41,49,86,77,44,48,81,35,66,70,74,52,93,59,60,78,60,68,99,92,56,79,94,100,95,39,77,56,43,85,87,37,35,96,68,58,43,95,62,52,67,6,4
male,group D,some college,standard,none,88,77,77,52,74,62,58,70,51,69,98,66,97,83,87,64,42,100,82,64,94,42,48,78,50,71,37,94,58,89,100,42,69,35,71,43,68,93,66,60,55,75,59,52,72,52,52,39,37,39,85,49,6,5
male,group B,high school,standard,none,57,48,51,35,93,99,70,38,56,92,63,71,87,87,58,71,62,76,37,100,50,81,61,88,88,41,41,54,90,46,100,51,75,74,92,40,91,96,54,40,43,57,42,68,41,39,72,90,79,78,60,100,6,6
female,group D,some college,standard,completed,79,84,91,41,100,94,56,42,56,89,68,70,61,43,99,80,67,64,42,77,55,91,45,41,90,76,77,83,45,87,86,41,86,100,85,36,69,52,75,40,92,68,65,61,47,68,74,88,90,39,72,100,6,7
female,group C,bachelor's degree,free/reduced,none,67,75,72,79,97,59,58,75,59,69,82,47,48,73,76,59,38,56,46,67,76,37,73,45,50,72,93,84,77,83,99,55,100,40,83,82,95,37,55,94,60,72,68,95,99,64,38,57,45,85,62,79,6,8
male,group E,bachelor's degree,standard,completed,70,64,70,80,68,96,95,73,62,50,47,55,78,42,78,68,49,44,76,43,54,64,97,48,86,100,96,81,99,59,93,53,90,88,72,49,76,43,98,62,99,99,91,68,100,56,64,77,54,69,44,87,7,9
male,group D,bachelor's degree,free/reduced,none,50,42,48,56,70,99,71,87,38,55,37,45,98,70,79,43,63,84,67,44,68,71,59,50,75,97,96,83,74,38,72,65,56,70,86,59,46,61,91,54,59,63,61,50,96,83,37,54,64,66,61,69,6,0
female,group A,some college,standard,none,69,84,82,89,50,69,50,41,95,43,54,53,41,90,84,92,55,60,88,91,37,51,93,90,80,52,50,94,46,54,52,93,90,38,53,65,59,43,86,87,66,92,42,53,94,78,54,94,58,35,96,61,6,1
female,group C,bachelor's degree,standard,completed,52,61,66,87,66,60,97,67,49,57,79,79,91,48,39,59,51,50,58,49,59,91,55,100,86,48,73,66,90,75,75,53,84,99,54,52,97,77,95,72,89,41,42,81,100,72,45,80,84,83,73,39,6,2
female,group C,bachelor's degree,free/reduced,completed,47,62,66,53,46,54,92,68,77,46,62,49,57,77,57,79,100,83,86,37,57,80,98,91,75,54,97,73,53,36,96,56,77,73,65,86,91,41,89,58,42,66,47,64,81,85,35,43,89,49,89,83,6,3
female,group B,associate's degree,free/reduced,none,46,61,55,71,69,89,54,42,71,65,74,100,66,79,83,81,80,91,43,88,73,73,35,60,37,45,42,56,87,98,87,41,48,54,44,59,60,54,92,81,88,62,53,98,59,78,94,46,57,75,47,85,6,4
female,group E,some college,standard,none,68,70,66,93,39,84,77,99,47,81,95,36,43,64,93,57,35,53,71,92,54,78,66,68,96,47,86,75,98,92,67,97,65,84,58,98,98,76,49,92,83,62,85,47,49,37,87,43,69,93,83,38,7,5
male,group E,bachelor's degree,standard,completed,100,100,100,89,39,90,39,77,99,57,48,92,45,97,91,42,83,80,99,88,92,51,57,64,49,78,46,48,53,49,42,43,54,40,43,51,65,89,56,56,60,96,48,55,94,71,61,65,59,67,35,35,6,6
female,group C,high school,standard,none,44,61,52,79,78,96,45,41,70,67,54,98,53,58,82,91,47,37,59,52,68,62,49,35,62,36,47,94,49,58,82,81,89,69,48,75,64,64,55,42,37,74,91,50,90,65,74,77,50,49,82,37,6,7
female,group C,associate's degree,standard,completed,57,77,80,50,56,64,41,76,76,77,83,98,75,72,74,91,72,57,42,76,99,75,71,67,94,70,75,98,55,90,71,80,85,64,79,57,52,72,54,95,88,65,49,39,75,46,86,96,44,74,46,58,7,8
male,group B,some college,standard,completed,91,96,91,76,67,93,56,93,44,66,47,66,69,81,78,46,68,52,67,49,38,58,91,70,81,39,85,50,95,74,38,40,72,95,52,99,86,57,45,46,87,96,97,75,66,47,53,85,80,93,82,98,7,9
male,group D,high school,free/reduced,none,69,70,67,90,52,95,74,91,75,72,47,66,48,73,40,61,58,93,53,40,79,44,90,90,48,84,61,57,86,96,100,90,38,70,38,87,97,53,36,51,89,99,47,60,41,79,40,89,62,63,39,91,6,0
female,group C,high school,free/reduced,none,35,53,46,75,60,91,48,94,63,65,66,78,37,61,76,37,44,57,48,92,41,93,38,42,81,89,52,52,87,98,82,64,53,35,45,77,79,72,41,89,62,61,44,76,84,94,56,57,97,94,71,75,6,1
male,group D,high school,standard,none,72,66,66,75,81,58,80,79,65,90,50,96,48,98,75,43,39,66,47,93,75,43,77,35,93,84,48,82,87,65,96,62,74,44,63,35,44,59,53,37,61,84,38,84,89,82,96,93,64,95,57,35,6,2
female,group B,associate's degree,free/reduced,none,54,65,65,47,61,94,100,92,72,53,53,93,52,54,56,47,61,52,36,85,78,47,83,95,69,82,64,64,86,96,60,68,71,46,56,51,55,75,88,81,90,99,88,56,40,64,64,77,66,98,52,55,6,3
male,group D,high school,free/reduced,none,74,70,69,38,76,97,79,89,81,64,99,48,58,50,91,50,73,93,58,43,71,87,62,80,77,39,88,91,56,46,93,83,90,61,38,79,71,93,55,45,94,73,98,59,63,72,89,48,57,62,100,40,7,4
male,group E,some high school,standard,completed,74,64,60,86,58,71,75,42,82,88,67,96,99,44,90,68,66,75,54,95,50,76,57,67,73,77,70,62,57,49,42,61,82,79,41,66,47,46,60,81,67,100,83,53,53,62,79,98,98,87,86,97,7,5
male,group E,associate's degree,free/reduced,none,64,56,52,90,81,44,65,54,84,95,93,36,84,94,98,68,68,97,38,47,38,55,37,79,53,39,61,35,61,41,57,47,47,67,100,51,48,88,41,74,73,69,59,68,44,87,43,39,69,85,89,56,6,6
female,group D,high school,free/reduced,completed,65,61,71,55,41,81,91,61,91,55,79,50,81,77,59,97,56,54,65,49,78,92,47,70,66,41,83,100,89,99,79,62,95,94,38,56,49,68,81,35,83,97,50,90,75,69,85,80,71,88,91,99,7,7
male,group E,associate's degree,free/reduced,completed,46,43,44,41,51,98,46,59,60,79,43,83,53,87,71,37,47,68,57,79,67,36,71,68,93,87,85,56,70,44,48,77,96,47,50,67,74,65,92,40,79,39,65,74,79,76,75,64,79,57,91,61,6,8
female,group C,some high school,free/reduced,none,48,56,51,67,98,41,81,86,89,85,42,86,89,86,73,65,99,58,67,72,71,70,73,69,90,96,70,36,92,46,35,100,61,47,83,46,37,74,62,48,97,93,99,38,91,57,44,59,54,87,66,35,6,9
male,group C,some college,free/reduced,completed,67,74,70,39,36,70,90,36,79,35,35,76,85,79,46,72,54,39,83,35,66,80,45,63,56,83,35,46,58,85,65,98,39,91,48,45,55,70,91,55,36,66,99,56,100,92,91,85,43,70,36,76,6,0
male,group D,some college,free/reduced,none,62,57,62,76,40,64,84,46,52,37,54,97,40,49,79,50,71,77,44,58,49,42,86,70,41,47,79,55,85,53,88,51,45,85,39,42,79,87,69,100,58,88,40,84,54,96,99,69,55,86,57,57,6,1
male,group D,associate's degree,free/reduced,completed,61,71,73,81,64,44,49,52,39,59,78,36,42,86,39,92,83,84,86,73,36,67,69,43,94,37,61,55,92,94,83,85,61,69,46,72,99,71,81,64,71,83,74,85,44,86,37,44,54,90,39,72,6,2
male,group C,bachelor's degree,free/reduced,completed,70,75,74,84,58,49,94,81,77,100,90,79,66,69,56,61,86,35,40,74,46,46,82,88,67,76,99,38,49,65,60,91,51,64,92,87,95,86,78,58,63,97,80,90,53,54,81,74,37,35,91,71,7,3
male,group C,associate's degree,standard,completed,98,87,90,50,71,82,39,51,41,96,62,45,77,68,70,64,48,100,73,48,65,54,84,35,38,43,71,94,81,39,55,47,66,82,77,94,55,72,35,49,67,41,42,99,56,91,43,37,69,42,88,56,6,4
male,group D,some college,free/reduced,none,70,63,58,98,57,41,62,96,72,76,62,68,100,35,96,86,95,67,79,71,36,44,35,36,88,45,38,100,52,95,85,92,99,94,54,85,98,94,74,57,38,77,57,75,37,75,98,46,44,96,77,70,7,5
male,group A,associate's degree,standard,none,67,57,53,47,56,90,50,76,44,37,44,87,51,70,53,60,86,57,37,52,93,82,72,77,89,97,74,93,47,93,54,83,47,44,75,95,63,99,98,79,53,83,74,76,35,61,61,91,75,92,77,66,6,6
female,group E,high school,free/reduced,none,57,58,57,78,72,36,41,63,43,100,63,66,72,57,96,98,86,86,81,48,70,36,71,77,64,72,78,94,79,36,73,87,92,58,69,97,87,69,93,37,88,80,72,64,100,71,81,37,93,72,72,92,7,7
male,group D,some college,standard,completed,85,81,85,46,78,76,57,52,53,84,83,73,80,66,58,38,90,86,71,99,84,74,99,87,59,93,48,73,87,43,55,52,69,94,71,41,56,40,49,79,65,100,60,50,42,82,96,57,75,61,65,41,6,8
male,group D,some high school,standard,completed,77,68,69,68,48,94,85,70,83,74,52,91,97,71,39,92,93,98,97,76,37,62,76,72,45,60,80,47,78,58,56,87,48,90,69,43,48,100,85,72,55,52,61,89,89,83,44,50,51,67,95,51,7,9
male,group C,master's degree,free/reduced,completed,72,66,72,40,47,66,82,44,61,92,56,67,48,57,88,44,58,68,61,45,73,44,71,98,61,65,87,79,47,96,83,42,47,49,87,53,70,95,64,92,73,86,48,58,48,84,85,42,67,92,52,42,6,0
female,group D,master's degree,standard,none,78,91,96,89,100,90,77,36,53,71,74,89,64,88,55,53,85,94,80,41,43,77,77,89,41,99,90,66,81,77,67,46,96,55,51,77,43,75,71,36,62,47,38,82,54,68,57,84,83,76,94,54,7,1
male,group C,high school,standard,none,81,66,64,65,56,93,62,39,86,73,51,43,91,87,70,80,45,57,89,95,94,47,44,53,48,48,95,94,54,74,69,100,38,84,69,56,86,37,90,53,49,61,93,77,99,59,89,40,96,42,54,82,6,2
male,group A,some high school,free/reduced,completed,61,62,61,53,85,53,59,63,63,85,98,44,57,97,61,90,100,77,35,41,85,83,66,66,87,75,39,35,90,78,59,89,68,61,89,75,95,49,48,87,96,70,84,38,47,98,46,61,84,79,91,79,7,3
female,group B,high school,standard,none,58,68,61,98,97,54,89,45,79,81,91,47,74,76,73,92,90,94,38,46,55,69,79,98,71,100,77,42,76,61,80,75,35,47,36,59,37,95,88,44,89,56,92,69,46,71,88,73,70,52,69,95,7,4
female,group C,associate's degree,standard,none,54,61,58,89,84,100,84,67,83,67,58,52,75,59,56,97,79,65,80,66,56,96,56,74,52,82,89,92,86,70,63,51,55,97,49,88,90,40,67,67,49,76,94,36,94,88,90,83,37,74,96,90,7,5
male,group B,high school,standard,none,82,82,80,43,66,45,42,75,68,67,95,95,70,57,37,41,54,86,89,94,97,47,78,83,83,86,85,37,92,42,44,44,47,96,84,47,62,93,81,60,80,43,98,76,69,89,49,36,69,40,92,36,6,6
female,group D,some college,free/reduced,none,49,58,60,43,55,61,77,43,42,48,99,62,56,84,90,41,61,89,52,72,94,65,95,72,51,40,84,70,63,35,76,77,79,75,65,50,38,90,38,66,86,94,54,82,94,86,41,85,50,43,62,60,6,7
male,group B,some high school,free/reduced,completed,49,50,52,100,83,91,55,83,36,47,79,51,67,69,90,70,69,59,49,44,62,92,67,62,79,60,67,73,41,86,98,88,88,35,42,39,82,63,72,54,72,83,41,50,90,89,40,75,38,52,97,81,6,8
female,group E,high school,free/reduced,completed,57,75,73,56,37,93,50,48,84,86,75,52,89,62,71,99,42,66,66,100,93,36,92,66,68,58,69,89,35,56,35,49,61,43,50,99,71,93,38,66,89,76,76,82,92,41,59,80,96,71,87,46,6,9
male,group E,high school,standard,none,94,73,71,39,35,56,44,44,38,43,38,44,66,55,39,90,99,55,60,40,91,97,83,83,39,98,97,39,54,100,70,100,78,64,92,76,55,96,70,52,94,72,93,36,100,65,80,71,91,35,44,92,6,0
female,group D,some college,standard,completed,75,77,83,36,43,69,53,72,35,46,35,63,86,70,70,90,71,69,41,64,49,49,95,35,99,40,94,54,60,81,83,94,91,62,54,58,79,40,56,51,98,79,60,63,53,56,51,80,59,65,100,60,6,1
female,group E,some high school,free/reduced,none,74,74,72,41,96,90,66,38,71,58,91,81,53,68,84,57,56,45,48,64,52,55,97,60,74,93,72,96,94,75,59,53,87,100,66,48,44,90,49,35,66,35,96,79,54,41,83,72,95,54,96,69,6,2
male,group C,high school,standard,completed,58,52,54,78,85,70,45,74,45,71,98,86,50,74,39,77,89,79,36,96,82,69,84,89,81,92,43,65,66,83,93,65,75,74,90,76,86,50,79,54,53,67,40,57,98,88,37,42,43,47,88,39,6,3
female,group C,some college,standard,none,62,69,69,88,42,95,45,83,78,46,91,49,57,55,38,50,53,43,57,53,66,60,56,45,95,88,91,97,62,90,85,43,92,91,41,64,86,43,37,83,92,92,91,69,86,40,62,62,65,91,52,36,6,4
male,group E,associate's degree,standard,none,72,57,62,79,99,73,87,66,73,35,64,64,96,76,71,74,50,71,52,67,66,87,42,60,36,84,53,100,80,59,78,45,70,97,48,36,71,47,69,46,98,100,36,66,43,57,89,44,41,99,90,55,6,5
male,group C,some college,standard,none,84,87,81,69,78,63,46,82,69,75,39,80,98,73,78,36,74,68,99,56,46,99,73,85,82,73,77,76,88,76,85,54,81,52,77,39,95,61,41,65,58,83,90,85,92,43,37,98,53,97,52,61,7,6
female,group D,master's degree,standard,none,92,100,100,39,78,51,63,99,79,93,82,47,71,74,57,93,37,67,55,70,96,97,60,36,65,74,60,49,36,53,88,35,48,56,82,42,86,61,55,89,63,97,56,38,51,69,38,87,100,45,62,56,6,7
female,group D,high school,standard,none,45,63,59,36,59,38,48,36,70,36,92,36,96,100,87,67,76,72,43,60,93,41,56,77,35,93,55,44,56,70,60,96,97,64,83,52,70,56,85,70,43,95,97,76,48,42,61,84,66,53,83,95,6,8
male,group C,high school,standard,none,75,81,71,63,79,35,68,84,40,59,68,84,73,50,70,63,53,57,68,96,63,72,84,69,78,82,83,65,94,73,63,93,99,82,55,79,70,72,68,83,48,62,55,96,90,35,41,93,95,83,49,56,7,9
female,group A,some college,standard,none,56,58,64,49,88,62,39,42,59,80,94,51,78,71,71,43,87,81,80,79,92,79,38,83,60,60,41,100,41,63,95,98,95,62,70,44,58,43,83,84,61,44,90,76,75,52,64,62,63,40,99,66,6,0
female,group D,some high school,free/reduced,none,48,54,53,79,95,62,79,52,77,47,91,71,88,46,43,85,67,93,65,75,57,56,88,47,68,98,60,52,37,72,67,91,99,84,46,74,93,97,42,61,38,47,99,56,54,54,76,75,62,61,99,78,6,1
female,group E,associate's degree,standard,none,100,100,100,97,61,82,96,36,69,39,95,39,85,63,64,72,43,83,98,93,79,88,91,50,61,75,45,70,96,82,62,69,69,42,78,94,38,57,41,71,96,53,59,71,86,91,56,79,58,39,46,82,7,2
female,group C,some high school,free/reduced,completed,65,76,75,52,95,70,55,90,46,80,82,54,93,38,72,58,38,70,53,93,55,63,69,74,63,68,87,36,54,92,53,44,59,86,91,53,55,99,90,62,83,64,71,79,63,79,47,83,42,60,84,78,6,3
male,group D,some college,standard,none,72,57,58,70,55,84,71,59,94,40,87,64,66,52,59,40,76,60,96,58,76,77,87,56,83,100,71,40,72,85,85,70,45,96,77,73,41,42,87,45,87,100,48,91,50,64,66,82,51,96,49,48,6,4
female,group D,some college,standard,none,62,70,72,36,42,62,38,94,43,69,51,81,56,97,80,38,96,39,54,57,45,72,72,39,93,98,89,58,47,53,39,52,94,90,58,52,74,85,71,76,76,46,54,75,78,51,65,99,58,64,35,43,6,5
male,group A,some high school,standard,completed,66,68,64,64,96,68,100,66,36,79,47,57,78,77,35,35,82,49,75,47,59,61,41,66,80,76,83,46,66,77,92,77,47,50,70,70,73,96,71,79,43,92,65,85,40,79,40,62,63,66,69,35,6,6
male,group C,some college,standard,none,63,63,60,37,45,52,87,74,88,56,62,90,54,100,63,51,43,39,68,72,61,85,62,44,45,55,47,68,70,65,83,65,83,86,74,67,99,57,95,72,53,62,79,89,59,89,43,65,41,57,40,62,6,7
